PPG1,PPG2
-111.468,34.245
-111.924,33.493
-112.464,32.754
-113.1,32.03
-113.82,31.321
-114.66,30.628
-115.596,29.953
-116.64,29.294
-117.792,28.654
-119.064,28.032
-120.444,27.429
-121.956,26.846
-123.576,26.282
-125.328,25.738
-127.2,25.214
-129.18,24.711
-131.292,24.229
-133.524,23.768
-135.864,23.327
-138.324,22.908
-140.904,22.509
-143.58,22.132
-146.364,21.775
-149.256,21.439
-152.232,21.124
-155.304,20.83
-158.472,20.556
-161.7,20.302
-165.012,20.067
-168.384,19.853
-171.816,19.658
-175.296,19.482
-178.824,19.325
-182.388,19.186
-185.976,19.065
-189.588,18.963
-193.2,18.877
-196.836,18.808
-200.448,18.756
-204.06,18.72
-207.648,18.7
-211.2,18.695
-214.728,18.706
-218.208,18.73
-221.628,18.769
-225,18.821
-228.3,18.886
-231.528,18.964
-234.684,19.054
-237.744,19.156
-240.72,19.269
-243.588,19.393
-246.36,19.528
-249.036,19.672
-251.592,19.826
-254.028,19.989
-256.344,20.16
-258.54,20.34
-260.616,20.527
-262.56,20.722
-264.372,20.923
-266.052,21.131
-267.6,21.345
-269.016,21.564
-270.3,21.789
-271.44,22.018
-272.448,22.252
-273.324,22.489
-274.056,22.731
-274.668,22.975
-275.136,23.222
-275.472,23.472
-275.688,23.724
-275.76,23.978
-275.712,24.234
-275.544,24.49
-275.256,24.748
-274.848,25.006
-274.308,25.264
-273.672,25.522
-272.904,25.78
-272.04,26.038
-271.068,26.294
-269.976,26.55
-268.8,26.804
-267.504,27.056
-266.124,27.307
-264.648,27.556
-263.076,27.802
-261.408,28.046
-259.656,28.287
-257.808,28.526
-255.876,28.761
-253.86,28.993
-251.772,29.222
-249.588,29.447
-247.332,29.668
-245.004,29.886
-242.592,30.099
-240.096,30.308
-237.54,30.513
-234.9,30.714
-232.188,30.909
-229.404,31.1
-226.536,31.287
-223.608,31.468
-220.608,31.644
-217.548,31.816
-214.404,31.981
-211.2,32.142
-207.924,32.297
-204.576,32.447
-201.168,32.591
-197.7,32.73
-194.16,32.863
-190.56,32.99
-186.9,33.111
-183.18,33.226
-179.4,33.336
-175.56,33.439
-171.672,33.537
-167.736,33.628
-163.74,33.713
-159.696,33.792
-155.604,33.865
-151.476,33.932
-147.312,33.992
-143.1,34.046
-138.864,34.094
-134.592,34.136
-130.296,34.171
-125.976,34.2
-121.644,34.223
-117.288,34.239
-112.932,34.249
-108.564,34.253
-104.196,34.251
-99.828,34.243
-95.472,34.228
-91.116,34.207
-86.784,34.181
-82.464,34.148
-78.18,34.109
-73.92,34.065
-69.684,34.014
-65.496,33.958
-61.332,33.896
-57.228,33.829
-53.16,33.756
-49.152,33.677
-45.192,33.594
-41.292,33.505
-37.44,33.411
-33.66,33.312
-29.94,33.207
-26.292,33.099
-22.704,32.985
-19.176,32.867
-15.732,32.744
-12.348,32.617
-9.036,32.486
-5.796,32.351
-2.616,32.211
0.48,32.068
3.516,31.921
6.492,31.771
9.396,31.617
12.24,31.46
15.024,31.3
17.748,31.137
20.412,30.97
23.028,30.801
25.596,30.63
28.104,30.456
30.576,30.28
33.012,30.102
35.4,29.921
37.752,29.739
40.08,29.555
42.384,29.369
44.652,29.182
46.908,28.993
49.14,28.804
51.36,28.613
53.568,28.421
55.764,28.228
57.948,28.034
60.132,27.84
62.316,27.644
64.5,27.449
66.684,27.252
68.868,27.055
71.052,26.858
73.248,26.66
75.444,26.462
77.652,26.263
79.86,26.064
82.08,25.864
84.288,25.664
86.508,25.463
88.74,25.261
90.96,25.059
93.18,24.856
95.4,24.651
97.608,24.446
99.804,24.24
102,24.032
104.184,23.823
106.344,23.612
108.48,23.399
110.604,23.185
112.692,22.968
114.756,22.749
116.784,22.527
118.776,22.303
120.732,22.075
122.64,21.845
124.512,21.611
126.324,21.374
128.1,21.134
129.816,20.889
131.484,20.641
133.08,20.389
134.64,20.132
136.128,19.871
137.556,19.606
138.924,19.336
140.232,19.061
141.48,18.782
142.668,18.498
143.784,18.209
144.852,17.916
145.86,17.618
146.82,17.315
147.72,17.007
148.56,16.695
149.364,16.379
150.108,16.058
150.816,15.733
151.488,15.404
152.112,15.071
152.712,14.734
153.288,14.393
153.828,14.049
154.344,13.702
154.848,13.352
155.34,12.999
155.808,12.644
156.288,12.286
156.756,11.926
157.224,11.564
157.692,11.201
158.172,10.836
158.664,10.469
159.168,10.101
159.684,9.732
160.224,9.362
160.776,8.992
161.34,8.62
161.94,8.248
162.552,7.875
163.188,7.502
163.848,7.127
164.52,6.752
165.216,6.377
165.936,6
166.656,5.623
167.4,5.244
168.156,4.865
168.924,4.484
169.692,4.101
170.46,3.717
171.216,3.33
171.984,2.942
172.728,2.551
173.448,2.157
174.156,1.76
174.84,1.361
175.488,0.957
176.112,0.55
176.676,0.14
177.204,-0.275
177.672,-0.695
178.092,-1.119
178.44,-1.548
178.728,-1.981
178.944,-2.42
179.076,-2.864
179.136,-3.313
179.1,-3.768
178.98,-4.228
178.776,-4.694
178.476,-5.165
178.068,-5.641
177.564,-6.123
176.964,-6.61
176.268,-7.102
175.452,-7.599
174.54,-8.101
173.52,-8.607
172.404,-9.118
171.18,-9.633
169.86,-10.151
168.432,-10.673
166.908,-11.198
165.288,-11.725
163.584,-12.255
161.784,-12.787
159.9,-13.321
157.932,-13.857
155.892,-14.393
153.78,-14.929
151.596,-15.466
149.352,-16.003
147.048,-16.54
144.708,-17.075
142.308,-17.61
139.872,-18.143
137.4,-18.674
134.904,-19.203
132.384,-19.73
129.84,-20.254
127.296,-20.776
124.74,-21.295
122.196,-21.811
119.64,-22.324
117.108,-22.833
114.588,-23.339
112.092,-23.842
109.62,-24.342
107.184,-24.838
104.772,-25.331
102.408,-25.821
100.08,-26.307
97.8,-26.791
95.568,-27.272
93.396,-27.749
91.26,-28.225
89.196,-28.697
87.18,-29.168
85.224,-29.636
83.328,-30.103
81.492,-30.568
79.728,-31.031
78.012,-31.493
76.368,-31.954
74.784,-32.415
73.272,-32.874
71.808,-33.333
70.416,-33.792
69.084,-34.25
67.812,-34.708
66.6,-35.167
65.448,-35.625
64.356,-36.084
63.324,-36.543
62.34,-37.002
61.416,-37.461
60.54,-37.921
59.712,-38.381
58.944,-38.841
58.224,-39.301
57.552,-39.761
56.928,-40.221
56.352,-40.681
55.812,-41.14
55.32,-41.598
54.876,-42.055
54.468,-42.512
54.108,-42.966
53.784,-43.419
53.496,-43.871
53.244,-44.319
53.04,-44.766
52.86,-45.209
52.728,-45.65
52.62,-46.086
52.548,-46.519
52.512,-46.948
52.512,-47.373
52.548,-47.793
52.608,-48.208
52.704,-48.618
52.824,-49.023
52.98,-49.422
53.16,-49.815
53.376,-50.202
53.616,-50.583
53.892,-50.958
54.18,-51.326
54.504,-51.687
54.852,-52.043
55.224,-52.391
55.62,-52.733
56.052,-53.069
56.496,-53.398
56.964,-53.721
57.444,-54.037
57.96,-54.347
58.488,-54.652
59.028,-54.951
59.604,-55.244
60.18,-55.532
60.78,-55.816
61.392,-56.095
62.028,-56.369
62.676,-56.64
63.336,-56.906
64.008,-57.17
64.68,-57.431
65.376,-57.689
66.084,-57.945
66.792,-58.2
67.524,-58.452
68.256,-58.704
68.988,-58.955
69.732,-59.206
70.488,-59.457
71.244,-59.707
72,-59.959
72.768,-60.211
73.536,-60.464
74.304,-60.718
75.084,-60.974
75.864,-61.231
76.632,-61.49
77.412,-61.751
78.192,-62.014
78.96,-62.279
79.74,-62.545
80.508,-62.814
81.276,-63.085
82.032,-63.357
82.788,-63.632
83.532,-63.908
84.276,-64.186
85.008,-64.466
85.728,-64.747
86.436,-65.03
87.132,-65.313
87.804,-65.598
88.476,-65.883
89.124,-66.17
89.748,-66.456
90.348,-66.744
90.936,-67.031
91.5,-67.319
92.028,-67.607
92.532,-67.894
93.012,-68.182
93.456,-68.469
93.864,-68.755
94.248,-69.042
94.584,-69.327
94.884,-69.613
95.148,-69.898
95.376,-70.182
95.556,-70.466
95.7,-70.75
95.784,-71.033
95.844,-71.317
95.844,-71.6
95.796,-71.883
95.712,-72.166
95.568,-72.45
95.388,-72.734
95.148,-73.018
94.872,-73.304
94.536,-73.59
94.164,-73.877
93.744,-74.165
93.276,-74.454
92.76,-74.744
92.208,-75.036
91.608,-75.33
90.984,-75.625
90.3,-75.922
89.592,-76.221
88.848,-76.521
88.08,-76.823
87.276,-77.127
86.436,-77.432
85.584,-77.739
84.708,-78.048
83.808,-78.358
82.896,-78.669
81.96,-78.982
81.024,-79.296
80.076,-79.61
79.128,-79.926
78.168,-80.242
77.208,-80.558
76.248,-80.875
75.3,-81.191
74.364,-81.508
73.428,-81.824
72.504,-82.14
71.592,-82.455
70.704,-82.769
69.828,-83.083
68.964,-83.396
68.124,-83.708
67.308,-84.019
66.516,-84.33
65.748,-84.639
65.004,-84.948
64.284,-85.257
63.588,-85.565
62.916,-85.874
62.28,-86.182
61.656,-86.492
61.056,-86.802
60.492,-87.114
59.94,-87.428
59.412,-87.745
58.908,-88.065
58.416,-88.388
57.948,-88.716
57.492,-89.049
57.048,-89.387
56.628,-89.731
56.22,-90.083
55.812,-90.442
55.416,-90.809
55.032,-91.186
54.648,-91.571
54.264,-91.967
53.892,-92.373
53.508,-92.789
53.124,-93.217
52.74,-93.656
52.356,-94.107
51.96,-94.569
51.552,-95.043
51.144,-95.527
50.724,-96.023
50.304,-96.528
49.872,-97.043
49.428,-97.567
48.972,-98.098
48.504,-98.636
48.036,-99.178
47.544,-99.724
47.052,-100.271
46.56,-100.818
46.056,-101.362
45.552,-101.901
45.036,-102.431
44.52,-102.951
44.004,-103.458
43.488,-103.948
42.972,-104.417
42.456,-104.863
41.952,-105.281
41.46,-105.668
40.968,-106.019
40.488,-106.332
40.02,-106.601
39.576,-106.823
39.132,-106.993
38.712,-107.106
38.316,-107.16
37.932,-107.148
37.572,-107.068
37.236,-106.914
36.912,-106.684
36.624,-106.372
36.348,-105.975
36.108,-105.49
35.88,-104.913
35.676,-104.24
35.496,-103.47
35.34,-102.598
35.208,-101.622
35.088,-100.541
34.992,-99.353
34.92,-98.055
34.86,-96.647
34.812,-95.129
34.788,-93.5
34.764,-91.759
34.752,-89.908
34.74,-87.947
34.752,-85.878
34.752,-83.702
34.752,-81.422
34.764,-79.04
34.764,-76.559
34.752,-73.982
34.74,-71.313
34.716,-68.557
34.68,-65.718
34.632,-62.801
34.572,-59.81
34.488,-56.752
34.392,-53.633
34.272,-50.458
34.116,-47.233
33.948,-43.965
33.756,-40.662
33.54,-37.328
33.288,-33.972
33.012,-30.6
32.712,-27.22
32.376,-23.838
32.004,-20.461
31.608,-17.096
31.176,-13.749
30.708,-10.429
30.216,-7.14
29.676,-3.89
29.112,-0.684
28.512,2.471
27.876,5.571
27.204,8.609
26.496,11.582
25.752,14.484
24.972,17.311
24.156,20.059
23.304,22.725
22.416,25.305
21.48,27.798
20.508,30.2
19.5,32.51
18.456,34.726
17.364,36.848
16.224,38.874
15.06,40.804
13.836,42.64
12.576,44.38
11.28,46.026
9.936,47.579
8.544,49.042
7.116,50.414
5.64,51.7
4.116,52.901
2.556,54.02
0.948,55.06
-0.696,56.023
-2.388,56.915
-4.128,57.736
-5.892,58.493
-7.704,59.187
-9.552,59.823
-11.448,60.404
-13.368,60.935
-15.324,61.419
-17.304,61.86
-19.308,62.262
-21.348,62.628
-23.412,62.962
-25.488,63.268
-27.588,63.549
-29.7,63.807
-31.824,64.047
-33.948,64.272
-36.084,64.483
-38.208,64.684
-40.332,64.877
-42.456,65.063
-44.556,65.246
-46.644,65.427
-48.72,65.608
-50.76,65.79
-52.776,65.973
-54.756,66.16
-56.712,66.351
-58.62,66.546
-60.48,66.746
-62.304,66.952
-64.08,67.163
-65.796,67.379
-67.464,67.601
-69.06,67.827
-70.608,68.058
-72.096,68.292
-73.524,68.53
-74.868,68.77
-76.164,69.011
-77.388,69.254
-78.54,69.496
-79.62,69.737
-80.628,69.975
-81.576,70.211
-82.452,70.442
-83.268,70.669
-84,70.889
-84.684,71.102
-85.284,71.307
-85.836,71.503
-86.316,71.69
-86.748,71.866
-87.12,72.031
-87.432,72.184
-87.696,72.325
-87.912,72.453
-88.068,72.567
-88.2,72.668
-88.284,72.755
-88.332,72.828
-88.344,72.888
-88.32,72.932
-88.272,72.963
-88.2,72.981
-88.116,72.984
-88.008,72.974
-87.888,72.951
-87.756,72.916
-87.612,72.869
-87.456,72.81
-87.312,72.74
-87.156,72.661
-87.012,72.571
-86.868,72.473
-86.736,72.367
-86.604,72.254
-86.496,72.134
-86.4,72.008
-86.316,71.878
-86.244,71.744
-86.196,71.606
-86.16,71.466
-86.148,71.324
-86.148,71.182
-86.184,71.039
-86.232,70.896
-86.304,70.755
-86.388,70.615
-86.496,70.478
-86.628,70.343
-86.784,70.211
-86.952,70.083
-87.144,69.959
-87.348,69.838
-87.564,69.722
-87.804,69.611
-88.044,69.504
-88.308,69.401
-88.584,69.303
-88.86,69.209
-89.148,69.119
-89.436,69.033
-89.736,68.951
-90.048,68.871
-90.348,68.794
-90.66,68.719
-90.972,68.645
-91.284,68.573
-91.596,68.5
-91.908,68.427
-92.22,68.353
-92.532,68.277
-92.844,68.197
-93.168,68.114
-93.48,68.027
-93.816,67.933
-94.14,67.834
-94.488,67.727
-94.836,67.611
-95.208,67.486
-95.592,67.351
-96,67.206
-96.432,67.048
-96.9,66.877
-97.392,66.692
-97.932,66.493
-98.508,66.279
-99.132,66.049
-99.816,65.802
-100.56,65.537
-101.364,65.255
-102.24,64.954
-103.2,64.634
-104.232,64.294
-105.36,63.935
-106.572,63.555
-107.88,63.155
-109.296,62.734
-110.82,62.293
-112.452,61.831
-114.204,61.348
-116.076,60.845
-118.068,60.321
-120.18,59.777
-122.412,59.214
-124.788,58.63
-127.284,58.028
-129.912,57.407
-132.66,56.768
-135.54,56.112
-138.54,55.439
-141.672,54.75
-144.912,54.046
-148.272,53.328
-151.74,52.596
-155.316,51.851
-158.988,51.095
-162.756,50.329
-166.596,49.552
-170.52,48.767
-174.504,47.975
-178.548,47.175
-182.64,46.371
-186.78,45.562
-190.932,44.75
-195.108,43.935
-199.284,43.12
-203.46,42.304
-207.612,41.49
-211.728,40.677
-215.808,39.868
-219.84,39.063
-223.8,38.263
-227.688,37.47
-231.48,36.683
-235.176,35.905
-238.764,35.136
-242.232,34.376
-245.58,33.628
-248.772,32.891
-251.82,32.166
-254.712,31.455
-257.436,30.757
-259.992,30.074
-262.368,29.406
-264.564,28.755
-266.556,28.119
-268.368,27.501
-269.976,26.9
-271.38,26.317
-272.58,25.752
-273.588,25.207
-274.38,24.68
-274.956,24.173
-275.34,23.686
-275.52,23.219
-275.496,22.773
-275.268,22.346
-274.836,21.941
-274.224,21.556
-273.42,21.192
-272.424,20.849
-271.248,20.527
-269.904,20.226
-268.392,19.946
-266.724,19.686
-264.888,19.447
-262.908,19.229
-260.784,19.031
-258.528,18.853
-256.14,18.695
-253.632,18.556
-251.016,18.437
-248.28,18.337
-245.46,18.255
-242.532,18.192
-239.532,18.147
-236.448,18.12
-233.292,18.109
-230.064,18.115
-226.776,18.137
-223.44,18.175
-220.056,18.229
-216.636,18.297
-213.168,18.379
-209.676,18.475
-206.148,18.583
-202.596,18.705
-199.032,18.839
-195.444,18.984
-191.856,19.14
-188.244,19.306
-184.632,19.483
-181.02,19.668
-177.396,19.863
-173.784,20.065
-170.16,20.276
-166.548,20.493
-162.936,20.717
-159.336,20.948
-155.736,21.184
-152.148,21.425
-148.572,21.67
-144.996,21.92
-141.42,22.174
-137.868,22.431
-134.316,22.691
-130.776,22.954
-127.236,23.219
-123.708,23.485
-120.192,23.753
-116.676,24.023
-113.16,24.293
-109.656,24.563
-106.164,24.834
-102.672,25.105
-99.18,25.375
-95.688,25.645
-92.208,25.914
-88.728,26.182
-85.248,26.449
-81.768,26.715
-78.288,26.979
-74.82,27.241
-71.352,27.502
-67.884,27.76
-64.428,28.016
-60.96,28.27
-57.504,28.522
-54.06,28.771
-50.616,29.017
-47.172,29.26
-43.752,29.501
-40.332,29.738
-36.912,29.972
-33.516,30.203
-30.132,30.431
-26.76,30.655
-23.412,30.875
-20.076,31.092
-16.752,31.305
-13.464,31.514
-10.188,31.719
-6.948,31.919
-3.732,32.116
-0.54,32.308
2.604,32.495
5.736,32.678
8.82,32.856
11.868,33.029
14.88,33.197
17.844,33.36
20.784,33.518
23.664,33.67
26.508,33.817
29.304,33.959
32.052,34.095
34.752,34.225
37.404,34.349
39.996,34.467
42.552,34.579
45.06,34.685
47.508,34.785
49.92,34.879
52.272,34.966
54.588,35.046
56.844,35.12
59.052,35.187
61.224,35.248
63.348,35.302
65.424,35.349
67.464,35.389
69.456,35.422
71.412,35.448
73.332,35.467
75.216,35.48
77.064,35.485
78.888,35.483
80.676,35.473
82.428,35.457
84.168,35.434
85.872,35.403
87.552,35.366
89.208,35.321
90.852,35.27
92.472,35.211
94.08,35.145
95.664,35.073
97.236,34.994
98.796,34.908
100.344,34.815
101.88,34.716
103.392,34.611
104.904,34.499
106.392,34.381
107.88,34.257
109.344,34.128
110.796,33.992
112.236,33.852
113.664,33.706
115.068,33.555
116.46,33.399
117.84,33.238
119.196,33.074
120.528,32.904
121.836,32.731
123.12,32.555
124.368,32.375
125.604,32.191
126.804,32.005
127.968,31.815
129.096,31.624
130.188,31.43
131.244,31.234
132.264,31.036
133.236,30.836
134.172,30.635
135.06,30.433
135.9,30.23
136.692,30.025
137.436,29.821
138.132,29.615
138.768,29.409
139.368,29.203
139.908,28.997
140.4,28.791
140.844,28.584
141.228,28.378
141.564,28.172
141.852,27.966
142.092,27.761
142.284,27.555
142.428,27.35
142.536,27.146
142.584,26.941
142.608,26.736
142.584,26.532
142.524,26.328
142.416,26.124
142.284,25.919
142.128,25.715
141.936,25.51
141.72,25.305
141.468,25.099
141.204,24.893
140.916,24.686
140.616,24.478
140.292,24.27
139.956,24.06
139.608,23.849
139.248,23.636
138.876,23.423
138.492,23.207
138.096,22.99
137.7,22.771
137.292,22.55
136.884,22.328
136.464,22.103
136.032,21.876
135.6,21.647
135.156,21.415
134.7,21.181
134.232,20.945
133.752,20.707
133.26,20.466
132.756,20.222
132.228,19.977
131.676,19.728
131.112,19.478
130.524,19.225
129.9,18.97
129.264,18.712
128.58,18.452
127.884,18.191
127.14,17.927
126.36,17.661
125.544,17.393
124.692,17.123
123.792,16.851
122.844,16.578
121.86,16.303
120.828,16.027
119.76,15.749
118.632,15.469
117.456,15.188
116.244,14.906
114.972,14.623
113.664,14.338
112.308,14.052
110.904,13.764
109.464,13.475
107.976,13.185
106.452,12.894
104.88,12.601
103.284,12.307
101.652,12.012
99.996,11.714
98.316,11.415
96.612,11.115
94.884,10.812
93.144,10.507
91.392,10.2
89.628,9.89
87.864,9.578
86.1,9.264
84.348,8.946
82.596,8.625
80.868,8.301
79.152,7.973
77.448,7.642
75.78,7.307
74.136,6.967
72.528,6.624
70.956,6.276
69.42,5.923
67.932,5.566
66.48,5.203
65.088,4.836
63.744,4.463
62.448,4.085
61.2,3.702
60.024,3.313
58.896,2.919
57.828,2.52
56.82,2.114
55.872,1.704
54.984,1.288
54.168,0.866
53.4,0.44
52.692,0.008
52.044,-0.429
51.456,-0.871
50.916,-1.318
50.436,-1.769
50.016,-2.225
49.644,-2.684
49.32,-3.148
49.044,-3.615
48.816,-4.086
48.636,-4.56
48.492,-5.036
48.396,-5.515
48.324,-5.997
48.3,-6.48
48.3,-6.965
48.336,-7.451
48.396,-7.938
48.48,-8.426
48.588,-8.915
48.732,-9.403
48.888,-9.892
49.056,-10.38
49.248,-10.868
49.464,-11.355
49.68,-11.841
49.92,-12.326
50.172,-12.809
50.436,-13.291
50.7,-13.771
50.988,-14.25
51.276,-14.726
51.588,-15.201
51.9,-15.674
52.212,-16.144
52.548,-16.613
52.884,-17.079
53.232,-17.543
53.592,-18.006
53.964,-18.466
54.336,-18.924
54.732,-19.381
55.128,-19.835
55.536,-20.288
55.956,-20.74
56.388,-21.19
56.832,-21.638
57.3,-22.086
57.768,-22.532
58.248,-22.977
58.752,-23.422
59.256,-23.865
59.784,-24.309
60.324,-24.751
60.864,-25.193
61.428,-25.635
62.004,-26.077
62.604,-26.518
63.204,-26.96
63.816,-27.401
64.44,-27.843
65.076,-28.284
65.712,-28.725
66.36,-29.167
67.02,-29.608
67.692,-30.05
68.364,-30.491
69.036,-30.932
69.708,-31.372
70.38,-31.813
71.064,-32.252
71.736,-32.691
72.408,-33.13
73.068,-33.567
73.716,-34.003
74.364,-34.438
75,-34.872
75.612,-35.303
76.212,-35.733
76.8,-36.161
77.364,-36.586
77.904,-37.009
78.408,-37.429
78.9,-37.847
79.356,-38.261
79.788,-38.672
80.184,-39.079
80.544,-39.483
80.856,-39.883
81.144,-40.279
81.384,-40.671
81.588,-41.058
81.744,-41.441
81.864,-41.82
81.924,-42.194
81.948,-42.563
81.924,-42.928
81.852,-43.287
81.72,-43.642
81.552,-43.992
81.336,-44.337
81.072,-44.677
80.748,-45.012
80.388,-45.343
79.98,-45.669
79.536,-45.99
79.032,-46.307
78.492,-46.619
77.916,-46.926
77.292,-47.23
76.644,-47.529
75.948,-47.825
75.228,-48.116
74.484,-48.404
73.704,-48.688
72.9,-48.969
72.084,-49.247
71.244,-49.521
70.392,-49.793
69.528,-50.062
68.652,-50.328
67.776,-50.592
66.9,-50.854
66.024,-51.113
65.16,-51.371
64.296,-51.627
63.456,-51.881
62.628,-52.133
61.812,-52.384
61.032,-52.634
60.264,-52.883
59.532,-53.13
58.836,-53.377
58.164,-53.622
57.54,-53.867
56.94,-54.111
56.388,-54.354
55.884,-54.596
55.416,-54.838
54.984,-55.08
54.612,-55.321
54.276,-55.561
53.988,-55.801
53.748,-56.041
53.556,-56.28
53.412,-56.519
53.316,-56.757
53.256,-56.995
53.244,-57.233
53.28,-57.47
53.352,-57.707
53.472,-57.944
53.616,-58.181
53.808,-58.417
54.024,-58.653
54.264,-58.888
54.552,-59.124
54.852,-59.359
55.176,-59.594
55.524,-59.83
55.884,-60.065
56.256,-60.3
56.64,-60.535
57.036,-60.77
57.432,-61.005
57.828,-61.241
58.224,-61.477
58.608,-61.713
58.992,-61.95
59.364,-62.188
59.724,-62.426
60.06,-62.666
60.384,-62.906
60.684,-63.148
60.96,-63.391
61.2,-63.635
61.428,-63.881
61.608,-64.129
61.764,-64.379
61.896,-64.631
61.98,-64.885
62.028,-65.142
62.04,-65.402
62.016,-65.664
61.956,-65.929
61.86,-66.196
61.716,-66.468
61.536,-66.742
61.32,-67.02
61.056,-67.301
60.756,-67.586
60.42,-67.874
60.048,-68.166
59.64,-68.461
59.196,-68.761
58.716,-69.064
58.212,-69.371
57.672,-69.681
57.096,-69.995
56.496,-70.313
55.872,-70.634
55.224,-70.958
54.552,-71.286
53.868,-71.617
53.148,-71.951
52.428,-72.288
51.684,-72.627
50.928,-72.969
50.16,-73.314
49.392,-73.661
48.6,-74.01
47.82,-74.361
47.028,-74.713
46.224,-75.068
45.432,-75.424
44.628,-75.782
43.836,-76.141
43.044,-76.502
42.252,-76.864
41.46,-77.228
40.68,-77.593
39.9,-77.959
39.12,-78.328
38.352,-78.698
37.596,-79.07
36.84,-79.445
36.096,-79.822
35.352,-80.202
34.608,-80.585
33.876,-80.972
33.144,-81.363
32.424,-81.758
31.704,-82.158
30.984,-82.563
30.276,-82.974
29.568,-83.392
28.848,-83.817
28.14,-84.249
27.432,-84.689
26.724,-85.138
26.004,-85.596
25.284,-86.064
24.564,-86.541
23.844,-87.029
23.112,-87.528
22.38,-88.038
21.636,-88.56
20.88,-89.093
20.124,-89.638
19.356,-90.194
18.588,-90.762
17.796,-91.341
17.004,-91.932
16.2,-92.532
15.384,-93.143
14.556,-93.762
13.728,-94.39
12.876,-95.024
12.012,-95.665
11.136,-96.309
10.26,-96.957
9.36,-97.606
8.448,-98.253
7.524,-98.898
6.588,-99.538
5.652,-100.17
4.692,-100.791
3.72,-101.4
2.736,-101.992
1.74,-102.565
0.732,-103.116
-0.288,-103.641
-1.32,-104.137
-2.364,-104.6
-3.42,-105.027
-4.476,-105.413
-5.556,-105.755
-6.636,-106.049
-7.728,-106.291
-8.832,-106.477
-9.936,-106.603
-11.052,-106.666
-12.168,-106.66
-13.296,-106.584
-14.436,-106.432
-15.576,-106.201
-16.716,-105.888
-17.856,-105.49
-19.008,-105.002
-20.16,-104.424
-21.312,-103.75
-22.464,-102.98
-23.604,-102.11
-24.756,-101.139
-25.896,-100.066
-27.048,-98.888
-28.176,-97.604
-29.304,-96.215
-30.432,-94.719
-31.548,-93.117
-32.664,-91.408
-33.756,-89.594
-34.848,-87.676
-35.916,-85.655
-36.984,-83.532
-38.04,-81.311
-39.072,-78.993
-40.092,-76.582
-41.088,-74.081
-42.084,-71.494
-43.044,-68.824
-43.992,-66.077
-44.916,-63.255
-45.828,-60.366
-46.704,-57.413
-47.568,-54.403
-48.396,-51.34
-49.212,-48.231
-49.992,-45.082
-50.748,-41.899
-51.48,-38.689
-52.188,-35.457
-52.86,-32.211
-53.508,-28.957
-54.12,-25.702
-54.708,-22.451
-55.26,-19.212
-55.776,-15.991
-56.28,-12.794
-56.736,-9.627
-57.168,-6.497
-57.564,-3.409
-57.936,-0.368
-58.272,2.62
-58.584,5.549
-58.86,8.416
-59.112,11.216
-59.328,13.944
-59.52,16.597
-59.676,19.171
-59.82,21.664
-59.928,24.072
-60,26.394
-60.06,28.627
-60.096,30.769
-60.108,32.82
-60.096,34.779
-60.06,36.645
-60,38.418
-59.928,40.098
-59.832,41.687
-59.736,43.184
-59.604,44.592
-59.472,45.912
-59.316,47.145
-59.16,48.295
-58.992,49.362
-58.8,50.35
-58.62,51.262
-58.428,52.1
-58.224,52.868
-58.02,53.569
-57.816,54.207
-57.612,54.784
-57.408,55.304
-57.204,55.772
-57,56.19
-56.808,56.563
-56.628,56.893
-56.448,57.184
-56.28,57.441
-56.112,57.666
-55.968,57.862
-55.836,58.034
-55.716,58.184
-55.62,58.314
-55.536,58.429
-55.476,58.53
-55.44,58.621
-55.416,58.703
-55.428,58.78
-55.464,58.852
-55.524,58.922
-55.62,58.991
-55.752,59.062
-55.908,59.135
-56.1,59.212
-56.34,59.294
-56.616,59.381
-56.928,59.474
-57.288,59.574
-57.684,59.682
-58.14,59.796
-58.644,59.919
-59.196,60.049
-59.796,60.186
-60.456,60.331
-61.176,60.482
-61.956,60.64
-62.796,60.804
-63.696,60.974
-64.668,61.149
-65.7,61.328
-66.804,61.51
-67.98,61.695
-69.228,61.883
-70.548,62.071
-71.94,62.261
-73.404,62.45
-74.952,62.638
-76.572,62.824
-78.276,63.008
-80.052,63.189
-81.912,63.365
-83.856,63.537
-85.884,63.705
-87.984,63.866
-90.156,64.021
-92.424,64.169
-94.764,64.31
-97.176,64.443
-99.672,64.569
-102.24,64.686
-104.88,64.794
-107.592,64.894
-110.376,64.984
-113.22,65.066
-116.136,65.138
-119.112,65.201
-122.148,65.255
-125.232,65.3
-128.364,65.336
-131.544,65.362
-134.76,65.38
-138.012,65.39
-141.3,65.391
-144.612,65.384
-147.948,65.369
-151.284,65.346
-154.644,65.316
-158.004,65.28
-161.352,65.237
-164.7,65.187
-168.024,65.132
-171.324,65.072
-174.588,65.007
-177.828,64.937
-181.008,64.862
-184.152,64.784
-187.224,64.703
-190.236,64.619
-193.176,64.531
-196.044,64.442
-198.816,64.351
-201.504,64.258
-204.096,64.164
-206.592,64.069
-208.968,63.973
-211.236,63.877
-213.384,63.781
-215.412,63.685
-217.308,63.589
-219.072,63.493
-220.704,63.398
-222.204,63.303
-223.56,63.209
-224.76,63.115
-225.828,63.023
-226.752,62.93
-227.52,62.838
-228.132,62.746
-228.612,62.654
-228.936,62.562
-229.104,62.47
-229.128,62.377
-229.008,62.283
-228.744,62.187
